Command,Category,Description
vgcreate -d report.csv,Linux,
yum --dry-run archive.tar.gz,Linux,
lsusb,Linux,
grub2-mkconfig,Linux,
yum,Linux,
dracut -c docker-compose.yml,Linux,
initramfs --quiet,Linux,
iptables -y /mnt/usb,Linux,
mkfs.hfsplus,Linux,
vgcreate,Linux,
pwd -r /home/user/,Linux,
e2fsck --dry-run backup.tar,Linux,
parted  docker-compose.yml,Linux,
strace,Linux,
dmesg --dry-run /dev/sda1,Linux,
vgcreate -s /home/user/,Linux,
touch,Linux,
df,Linux,
ping -w,Linux,
apt-get,Linux,
watch,Linux,
update-initramfs  output.txt,Linux,
find --dry-run disk.img,Linux,
tar,Linux,
reboot  /mnt/usb,Linux,
screen  file2.txt,Linux,
initramfs  config.yaml,Linux,
uptime -y dir1,Linux,
tmux  file2.txt,Linux,
cryptdisks_stop -x /usr/local/,Linux,
lsblk -y /usr/local/,Linux,
fsck -z,Linux,
stat --all /var/log/,Linux,
grep,Linux,
du -z main.py,Linux,
free -b archive.tar.gz,Linux,
jobs -x,Linux,
tail -i,Linux,
lvscan  style.css,Linux,
grep,Linux,
service  dir1,Linux,
mkinitramfs,Linux,
update-initramfs  file.txt,Linux,
route,Linux,
locate,Linux,
dnf  playbook.yml,Linux,
df -b /dev/sda1,Linux,
kpartx  style.css,Linux,
kpartx -q report.csv,Linux,
route -d report.csv,Linux,
passwd,Linux,
sar,Linux,
setfacl --version archive.tar.gz,Linux,
modprobe  app.js,Linux,
mkfs.xfs,Linux,
userdel,Linux,
bg -u logfile.log,Linux,
cp  /etc/,Linux,
lvextend -s,Linux,
mv,Linux,
fsck -d,Linux,
vmstat  /tmp/,Linux,
dracut,Linux,
dracut,Linux,
head,Linux,
awk -x config.yaml,Linux,
whoami --version /etc/,Linux,
lvcreate,Linux,
dracut --all,Linux,
mount -x,Linux,
useradd --dry-run,Linux,
logrotate  report.csv,Linux,
grub2-install  /srv/www/,Linux,
xargs,Linux,
lvcreate,Linux,
fsck  file1.log,Linux,
mkfs.vfat  file.txt,Linux,
scp  report.csv,Linux,
history --help config.conf,Linux,
lsof -v app.js,Linux,
rmmod -z,Linux,
dnf -m,Linux,
nohup  backup.tar,Linux,
lsblk -u,Linux,
grub2-mkconfig -o,Linux,
update-initramfs -w kubernetes.yml,Linux,
date -m,Linux,
vgcreate  backup.tar,Linux,
passwd  /mnt/usb,Linux,
journalctl  playbook.yml,Linux,
lsblk  file.txt,Linux,
lvremove,Linux,
date -c,Linux,
modprobe -w,Linux,
update-grub -w,Linux,
pvresize  usb.img,Linux,
mkfs  config.conf,Linux,
cryptsetup  network.log,Linux,
awk,Linux,
mkfs.ntfs  archive.tar.gz,Linux,
chmod -t /mnt/usb,Linux,
vgscan -l,Linux,
locate -y backup.tar,Linux,
tail --recursive,Linux,
dmstats  usb.img,Linux,
df -n,Linux,
lvremove  /var/log/,Linux,
pvresize -t /tmp/,Linux,
reboot --interactive kubernetes.yml,Linux,
grub-install  disk.img,Linux,
vgremove  /tmp/,Linux,
cryptdisks_stop --dry-run,Linux,
pvscan,Linux,
chpasswd -p /tmp/,Linux,
gdisk  logfile.log,Linux,
lvcreate  script.sh,Linux,
chgrp,Linux,
dmstats -g,Linux,
uname -c file.txt,Linux,
mkswap -p file2.txt,Linux,
less --help file.txt,Linux,
lsblk -o,Linux,
usermod  network.log,Linux,
fsck -m,Linux,
pvmove,Linux,
netstat -c,Linux,
mkfs,Linux,
passwd -t,Linux,
pvscan -h,Linux,
find  app.js,Linux,
chpasswd  playbook.yml,Linux,
cryptdisks_stop --verbose disk.img,Linux,
grub2-install  archive.tar.gz,Linux,
lsattr  disk.img,Linux,
vgscan,Linux,
whoami -b,Linux,
du --all logfile.log,Linux,
gunzip -h,Linux,
batch --version /usr/local/,Linux,
free  dir2,Linux,
date,Linux,
passwd  /usr/local/,Linux,
cryptdisks_stop  file1.log,Linux,
update-grub -z /tmp/,Linux,
lsmod  index.html,Linux,
update-grub -z /dev/sda1,Linux,
pkill  disk.img,Linux,
dracut,Linux,
du  main.py,Linux,
umount --version,Linux,
ssh  config.conf,Linux,
update-grub -t,Linux,
vgdisplay,Linux,
parted -u dir2,Linux,
env --all,Linux,
lvscan --recursive backup.tar,Linux,
cryptdisks_start -x,Linux,
pvscan  /srv/www/,Linux,
kill,Linux,
losetup -c file.txt,Linux,
mkinitramfs,Linux,
pvmove,Linux,
awk  config.yaml,Linux,
find --verbose,Linux,
echo,Linux,
tune2fs -a,Linux,
mkfs.msdos  dir2,Linux,
lspci,Linux,
lvcreate  index.html,Linux,
gdisk -a docker-compose.yml,Linux,
lsattr,Linux,
ln  docker-compose.yml,Linux,
insmod -x,Linux,
mkfs.msdos  report.csv,Linux,
fdisk,Linux,
userdel -a file1.log,Linux,
vgcreate -m,Linux,
passwd -z,Linux,
rm,Linux,
mkfs.ntfs  disk.img,Linux,
kill --all kubernetes.yml,Linux,
jobs,Linux,
mkfs.ntfs -z,Linux,
lsblk --help,Linux,
uptime -u,Linux,
vmstat -w,Linux,
grub-install,Linux,
vgremove  /home/user/,Linux,
ls -m,Linux,
lspci -v config.conf,Linux,
whoami -w,Linux,
reboot  /mnt/usb,Linux,
kpartx -g,Linux,
df -t network.log,Linux,
lsblk  /var/log/,Linux,
mv,Linux,
grub2-mkconfig,Linux,
tune2fs -z,Linux,
jobs,Linux,
chmod -x config.conf,Linux,
mkinitrd -x docker-compose.yml,Linux,
mdadm -e,Linux,
rmmod -w,Linux,
getfacl,Linux,
mv,Linux,
mkfs.btrfs --version,Linux,
mkfs.minix -h,Linux,
nano -p playbook.yml,Linux,
hostname,Linux,
df,Linux,
rm -p /dev/sda1,Linux,
mount -q docker-compose.yml,Linux,
pkill  file1.log,Linux,
mkfs.xfs,Linux,
env -x network.log,Linux,
getfacl -l,Linux,
userdel,Linux,
cryptdisks_start --quiet /etc/,Linux,
more  output.txt,Linux,
history -u,Linux,
pvcreate,Linux,
grub-mkconfig,Linux,
mkfs.xfs -l /var/log/,Linux,
stat -a,Linux,
grub2-install  logfile.log,Linux,
shutdown  backup.tar,Linux,
apt-get --help kubernetes.yml,Linux,
rmdir,Linux,
cat --recursive,Linux,
sudo --help app.js,Linux,
dnf -s /tmp/,Linux,
resize2fs -o,Linux,
partprobe --all dir1,Linux,
whoami -b,Linux,
find,Linux,
dmsetup  usb.img,Linux,
whoami,Linux,
gzip,Linux,
date,Linux,
netstat -d,Linux,
blkid,Linux,
ps,Linux,
lvcreate -l playbook.yml,Linux,
echo -u config.conf,Linux,
mkfs.msdos  playbook.yml,Linux,
df -t network.log,Linux,
update-grub --all /home/user/,Linux,
chown -x,Linux,
sed,Linux,
df,Linux,
mkfs.vfat -f archive.tar.gz,Linux,
ftp  report.csv,Linux,
update-grub -y /var/log/,Linux,
getfacl,Linux,
vgcreate  /etc/,Linux,
mkfs.ntfs  index.html,Linux,
setfacl,Linux,
mkinitrd -t,Linux,
pvremove,Linux,
sftp --recursive,Linux,
groupmod -s,Linux,
wget,Linux,
parted  /srv/www/,Linux,
pvremove,Linux,
pkill,Linux,
cfdisk -z /var/log/,Linux,
fsck -i,Linux,
mkfs.vfat  kubernetes.yml,Linux,
modinfo  config.conf,Linux,
chpasswd -a style.css,Linux,
mkswap -c,Linux,
mkfs.ext4  playbook.yml,Linux,
pvdisplay,Linux,
e2fsck -e /dev/sda1,Linux,
less -q logfile.log,Linux,
vgremove -b,Linux,
passwd -m,Linux,
getfacl -u,Linux,
mkfs.minix --version dir1,Linux,
mount  dir1,Linux,
export -w docker-compose.yml,Linux,
gunzip -x /usr/local/,Linux,
mkfs -c,Linux,
initramfs,Linux,
uptime,Linux,
tr -z style.css,Linux,
getfacl -p dir2,Linux,
df -p,Linux,
vgreduce --all,Linux,
depmod  index.html,Linux,
cryptdisks_stop -d main.py,Linux,
cryptsetup -n file2.txt,Linux,
blkid,Linux,
strace --quiet main.py,Linux,
cut -a,Linux,
userdel  /tmp/,Linux,
mkfs.minix -h,Linux,
grub-mkconfig --recursive script.sh,Linux,
vgdisplay  network.log,Linux,
mkfs.minix,Linux,
cd --verbose main.py,Linux,
batch  usb.img,Linux,
man  /mnt/usb,Linux,
userdel -w index.html,Linux,
vgextend -v,Linux,
ls -z,Linux,
sftp -p,Linux,
cal,Linux,
ifconfig,Linux,
grub2-install,Linux,
mkfs.minix --recursive,Linux,
nohup -z script.sh,Linux,
pvscan,Linux,
e2fsck  file.txt,Linux,
free -b /mnt/usb,Linux,
pvresize -q /usr/local/,Linux,
tune2fs -g /srv/www/,Linux,
grub-mkconfig --quiet,Linux,
jar cf jarfile.jar *.class,Java,Creates a JAR file
cryptsetup  playbook.yml,Linux,
grub2-mkconfig -f archive.tar.gz,Linux,
vgscan,Linux,
ping,Linux,
groupmod  /etc/,Linux,
chgrp,Linux,
ping  /mnt/usb,Linux,
updatedb --all /tmp/,Linux,
du --version,Linux,
mount -z,Linux,
dmstats,Linux,
ifconfig,Linux,
logrotate -x,Linux,
depmod  disk.img,Linux,
env,Linux,
top,Linux,
netstat,Linux,
df --dry-run file2.txt,Linux,
kpartx -g,Linux,
usermod -r,Linux,
hostname -d file1.log,Linux,
grub2-install -e,Linux,
stat  /dev/sda1,Linux,
watch  app.js,Linux,
mkfs.ntfs,Linux,
rsync -p,Linux,
umount -n kubernetes.yml,Linux,
partprobe -i disk.img,Linux,
lsblk -x,Linux,
whoami,Linux,
service,Linux,
env -l style.css,Linux,
gpasswd  usb.img,Linux,
df --dry-run,Linux,
rmmod  usb.img,Linux,
mkfs.hfsplus,Linux,
echo,Linux,
cryptsetup  network.log,Linux,
lvremove -c style.css,Linux,
update-grub,Linux,
cryptdisks_start,Linux,
jobs,Linux,
shutdown -z,Linux,
chgrp,Linux,
getfacl -l,Linux,
route -r backup.tar,Linux,
cryptsetup  app.js,Linux,
mkfs.ntfs -x,Linux,
ifconfig -a,Linux,
pvcreate -s app.js,Linux,
su,Linux,
insmod -p file1.log,Linux,
sfdisk,Linux,
swapon -a,Linux,
uptime,Linux,
rsync,Linux,
grub-install --force dir2,Linux,
setfacl --quiet dir2,Linux,
cut -o,Linux,
mdadm --force,Linux,
rsync --interactive,Linux,
stat --force /mnt/usb,Linux,
tune2fs -h,Linux,
pvscan -b,Linux,
grub-install  network.log,Linux,
grub-install,Linux,
alias  app.js,Linux,
screen,Linux,
passwd -f config.yaml,Linux,
yum --dry-run archive.tar.gz,Linux,
mkfs.ext4,Linux,
whoami -f,Linux,
update-initramfs --verbose logfile.log,Linux,
kill --all kubernetes.yml,Linux,
mdadm --force,Linux,
scp -q backup.tar,Linux,
dmstats --recursive backup.tar,Linux,
man --version logfile.log,Linux,
mkfs.ntfs,Linux,
chgrp,Linux,
mkfs.minix -w,Linux,
gzip --force,Linux,
gdisk -e,Linux,
awk -z,Linux,
ifconfig --verbose,Linux,
mkfs.hfsplus  /var/log/,Linux,
top,Linux,
mkinitramfs,Linux,
alias  style.css,Linux,
strace  /srv/www/,Linux,
netstat -d,Linux,
watch  dir2,Linux,
scp -f index.html,Linux,
kill -p style.css,Linux,
getfacl  /usr/local/,Linux,
free,Linux,
more -t config.conf,Linux,
vgreduce -z /var/log/,Linux,
mount --help report.csv,Linux,
mkpasswd -s file.txt,Linux,
uptime -q,Linux,
uptime  style.css,Linux,
gpasswd,Linux,
sfdisk -f kubernetes.yml,Linux,
watch --all,Linux,
ls --all,Linux,
lspci,Linux,
mdadm -v output.txt,Linux,
cat -b,Linux,
grub-mkconfig,Linux,
dmsetup  docker-compose.yml,Linux,
halt,Linux,
mdadm,Linux,
uname -i,Linux,
route  config.yaml,Linux,
cryptdisks_stop --dry-run,Linux,
mkfs.msdos --version,Linux,
vgscan  dir2,Linux,
mkpasswd,Linux,
update-grub  script.sh,Linux,
scp -d,Linux,
pvscan -p,Linux,
depmod -t docker-compose.yml,Linux,
tune2fs -g index.html,Linux,
mkfs.minix --force,Linux,
rm,Linux,
touch,Linux,
ping  archive.tar.gz,Linux,
grep  /dev/sda1,Linux,
du  kubernetes.yml,Linux,
scp -r archive.tar.gz,Linux,
mkfs -d /srv/www/,Linux,
umount --recursive file.txt,Linux,
lspci  /home/user/,Linux,
swapoff -r /var/log/,Linux,
update-grub -s style.css,Linux,
mdadm  file1.log,Linux,
vgremove,Linux,
screen -e,Linux,
strace,Linux,
ssh -b,Linux,
update-grub -s archive.tar.gz,Linux,
at -n,Linux,
losetup,Linux,
df --quiet network.log,Linux,
umount -e output.txt,Linux,
netstat -x usb.img,Linux,
grub-mkconfig --quiet playbook.yml,Linux,
sfdisk --recursive,Linux,
mkfs.minix -l docker-compose.yml,Linux,
htop --verbose,Linux,
lsblk -c,Linux,
rmdir -u config.yaml,Linux,
parted --interactive usb.img,Linux,
lspci -e /srv/www/,Linux,
mkinitrd,Linux,
grub-install  /srv/www/,Linux,
crontab --quiet,Linux,
ftp,Linux,
service,Linux,
rmmod  file1.log,Linux,
umount,Linux,
fdisk,Linux,
vgremove --interactive /var/log/,Linux,
cut  script.sh,Linux,
vgextend,Linux,
htop -d,Linux,
lvscan -y playbook.yml,Linux,
pvscan  /etc/,Linux,
update-initramfs -f /var/log/,Linux,
cat  /var/log/,Linux,
cryptsetup -u,Linux,
updatedb,Linux,
mkfs.ext4 --dry-run,Linux,
man  kubernetes.yml,Linux,
whoami,Linux,
uname --version logfile.log,Linux,
tr,Linux,
uptime,Linux,
mdadm -n,Linux,
mkinitramfs  usb.img,Linux,
mkfs.hfsplus -m docker-compose.yml,Linux,
lvdisplay -h,Linux,
update-initramfs -z kubernetes.yml,Linux,
mkfs.msdos,Linux,
bg --recursive,Linux,
tee --version,Linux,
alias,Linux,
top,Linux,
visudo,Linux,
mkfs.hfsplus,Linux,
fsck --force dir1,Linux,
ls  file2.txt,Linux,
date -c,Linux,
mkfs.btrfs --verbose,Linux,
more  logfile.log,Linux,
fdisk --quiet,Linux,
chgrp  output.txt,Linux,
ln --version dir2,Linux,
mkfs.btrfs --quiet,Linux,
lsof,Linux,
chown  /etc/,Linux,
cat -t playbook.yml,Linux,
vgcreate --interactive /usr/local/,Linux,
grub2-mkconfig -s dir1,Linux,
tr --version,Linux,
vgcreate,Linux,
cp,Linux,
losetup --version,Linux,
dracut,Linux,
lspci -v,Linux,
partprobe,Linux,
cfdisk,Linux,
losetup  file2.txt,Linux,
gunzip,Linux,
vgscan  kubernetes.yml,Linux,
lvdisplay -d /etc/,Linux,
uniq --all playbook.yml,Linux,
man -b /srv/www/,Linux,
find  usb.img,Linux,
rm  config.conf,Linux,
sudo -m backup.tar,Linux,
grub-mkconfig --quiet,Linux,
cryptdisks_start,Linux,
umount -w,Linux,
awk  app.js,Linux,
chmod -v /usr/local/,Linux,
fdisk -r playbook.yml,Linux,
lsattr,Linux,
du -r,Linux,
groupdel,Linux,
vgcreate -z /etc/,Linux,
kpartx  config.conf,Linux,
rmmod -a main.py,Linux,
dracut --help,Linux,
mkpasswd --help,Linux,
bg  docker-compose.yml,Linux,
iptables,Linux,
logrotate  network.log,Linux,
halt  /srv/www/,Linux,
apt-get,Linux,
halt -o dir1,Linux,
dracut -q logfile.log,Linux,
mkinitramfs -d network.log,Linux,
blkid,Linux,
fsck,Linux,
lsblk -w dir1,Linux,
less --version,Linux,
lsblk,Linux,
df -s kubernetes.yml,Linux,
modprobe,Linux,
sfdisk --verbose,Linux,
fdisk,Linux,
killall,Linux,
chattr -i file2.txt,Linux,
iostat -m /home/user/,Linux,
strace  file1.log,Linux,
dracut  file2.txt,Linux,
scp -s,Linux,
lsblk,Linux,
scp  archive.tar.gz,Linux,
shutdown,Linux,
uptime -o,Linux,
update-initramfs  config.conf,Linux,
uptime,Linux,
systemctl,Linux,
logrotate -z archive.tar.gz,Linux,
touch --help playbook.yml,Linux,
head -e kubernetes.yml,Linux,
pvscan  file.txt,Linux,
mount,Linux,
mount --quiet,Linux,
blkid -a,Linux,
passwd -v usb.img,Linux,
reboot  docker-compose.yml,Linux,
modinfo --version,Linux,
alias -e playbook.yml,Linux,
dmidecode  playbook.yml,Linux,
export,Linux,
uptime -t dir1,Linux,
lsblk -w main.py,Linux,
fdisk  config.conf,Linux,
umount --verbose,Linux,
losetup,Linux,
pvscan -d,Linux,
lsblk,Linux,
losetup,Linux,
fsck  app.js,Linux,
update-initramfs --force,Linux,
dmstats,Linux,
dnf -m,Linux,
grub-mkconfig -x file.txt,Linux,
mkinitramfs,Linux,
scp  archive.tar.gz,Linux,
update-initramfs  docker-compose.yml,Linux,
batch -z /usr/local/,Linux,
cryptsetup  config.conf,Linux,
scp,Linux,
su,Linux,
lsmod  /var/log/,Linux,
stat -n /tmp/,Linux,
chown,Linux,
apt-get,Linux,
usermod -u,Linux,
lvscan -n,Linux,
whoami -x dir2,Linux,
route --version dir2,Linux,
cryptdisks_start --quiet,Linux,
shutdown  /srv/www/,Linux,
vgreduce  main.py,Linux,
depmod -d app.js,Linux,
chattr -u file.txt,Linux,
vgcreate,Linux,
sed  usb.img,Linux,
stat -z,Linux,
kill -h,Linux,
sfdisk  file.txt,Linux,
cal -c,Linux,
fsck -a,Linux,
chattr -q,Linux,
mkdir --dry-run playbook.yml,Linux,
update-grub --force dir2,Linux,
lvextend,Linux,
vgreduce -o index.html,Linux,
free  /tmp/,Linux,
dnf -s /mnt/usb,Linux,
uptime,Linux,
logrotate -l,Linux,
htop  /usr/local/,Linux,
service -f,Linux,
grub2-install --quiet main.py,Linux,
tee,Linux,
du -m network.log,Linux,
update-initramfs  docker-compose.yml,Linux,
cat,Linux,
vgdisplay  main.py,Linux,
man,Linux,
ln -d /usr/local/,Linux,
dmesg  docker-compose.yml,Linux,
update-initramfs,Linux,
grub-install -v kubernetes.yml,Linux,
dmsetup  archive.tar.gz,Linux,
batch -c kubernetes.yml,Linux,
modinfo  config.yaml,Linux,
lvremove -y,Linux,
mkfs.ext4 -l /var/log/,Linux,
gzip -x,Linux,
mkfs.xfs  /srv/www/,Linux,
parted,Linux,
groupadd  usb.img,Linux,
kpartx --all archive.tar.gz,Linux,
cryptdisks_start --all,Linux,
tune2fs -c,Linux,
vgcreate  main.py,Linux,
chpasswd,Linux,
blkid  /mnt/usb,Linux,
grub-mkconfig -z file2.txt,Linux,
lvm --version,Linux,
free  /home/user/,Linux,
strace  kubernetes.yml,Linux,
uptime,Linux,
uptime  style.css,Linux,
grub-install --all /dev/sda1,Linux,
blkid -v style.css,Linux,
sfdisk  backup.tar,Linux,
alias -e playbook.yml,Linux,
mkfs.msdos -z /srv/www/,Linux,
shutdown -p dir2,Linux,
logrotate  /dev/sda1,Linux,
modprobe  archive.tar.gz,Linux,
vim --verbose,Linux,
vgcreate --quiet,Linux,
uptime -b file1.log,Linux,
depmod --help,Linux,
mkfs.hfsplus --dry-run,Linux,
grub2-install  /etc/,Linux,
losetup --all,Linux,
man --verbose /home/user/,Linux,
grub-mkconfig  script.sh,Linux,
cfdisk -q file2.txt,Linux,
watch,Linux,
umount -e,Linux,
ifconfig,Linux,
halt  report.csv,Linux,
chage -r,Linux,
kpartx --version,Linux,
cryptsetup,Linux,
useradd --dry-run dir2,Linux,
lvdisplay,Linux,
uptime  archive.tar.gz,Linux,
chpasswd -h,Linux,
mkfs.ntfs,Linux,
sed -t,Linux,
kpartx -p logfile.log,Linux,
mkfs.vfat -p,Linux,
mkinitrd -z,Linux,
lsusb,Linux,
mkfs.hfsplus -u,Linux,
fg  /usr/local/,Linux,
e2fsck,Linux,
pwd,Linux,
scp -g,Linux,
mkfs.xfs -z,Linux,
umount  /tmp/,Linux,
blkid -x,Linux,
mkfs.minix -t,Linux,
uniq  app.js,Linux,
lspci,Linux,
sort -r script.sh,Linux,
df,Linux,
sudo,Linux,
groupdel -x,Linux,
vgextend -x dir1,Linux,
vgscan -v,Linux,
cut  config.yaml,Linux,
systemctl  kubernetes.yml,Linux,
cryptdisks_stop,Linux,
locate  disk.img,Linux,
mkfs.hfsplus -b /usr/local/,Linux,
du  logfile.log,Linux,
vgextend --interactive,Linux,
scp --quiet main.py,Linux,
mdadm  playbook.yml,Linux,
crontab -b file2.txt,Linux,
uptime -u,Linux,
crontab  disk.img,Linux,
batch -g /mnt/usb,Linux,
grub-mkconfig  /tmp/,Linux,
mkfs.xfs -m /home/user/,Linux,
xargs -p config.conf,Linux,
lvreduce -g network.log,Linux,
strace -i file2.txt,Linux,
htop -c usb.img,Linux,
kpartx,Linux,
df --force /var/log/,Linux,
grep,Linux,
chage -m,Linux,
gunzip  dir2,Linux,
groupadd -z,Linux,
nano,Linux,
vgdisplay,Linux,
initramfs -g /dev/sda1,Linux,
env -i,Linux,
mkfs -r,Linux,
chown -t docker-compose.yml,Linux,
mkfs.btrfs --verbose /dev/sda1,Linux,
mount  /dev/sda1,Linux,
usermod --all logfile.log,Linux,
blkid  index.html,Linux,
grep,Linux,
su -l,Linux,
service -v /dev/sda1,Linux,
modprobe,Linux,
netstat --verbose script.sh,Linux,
uname --all /srv/www/,Linux,
lsblk,Linux,
cp  /mnt/usb,Linux,
cargo build,Rust,Builds a Rust project
dracut,Linux,
mkfs -f,Linux,
grub2-mkconfig -a,Linux,
usermod,Linux,
groupdel -n,Linux,
update-grub  script.sh,Linux,
losetup,Linux,
strace -u,Linux,
nohup  dir1,Linux,
visudo,Linux,
update-grub,Linux,
mkinitrd,Linux,
grub-install,Linux,
swapon --force backup.tar,Linux,
bg  network.log,Linux,
apt-get -x archive.tar.gz,Linux,
parted --force /home/user/,Linux,
reboot  /etc/,Linux,
logrotate,Linux,
lsmod,Linux,
mkfs.ntfs,Linux,
update-initramfs -w,Linux,
wget -g,Linux,
resize2fs -a /srv/www/,Linux,
initramfs  /tmp/,Linux,
chpasswd  usb.img,Linux,
groupdel --help playbook.yml,Linux,
uniq -y /usr/local/,Linux,
modprobe  /var/log/,Linux,
vgcreate -b file2.txt,Linux,
su  index.html,Linux,
lvscan,Linux,
useradd -f,Linux,
man  report.csv,Linux,
mkfs.ntfs -h,Linux,
scp -d,Linux,
groupdel -s,Linux,
route -f dir2,Linux,
sort -v /srv/www/,Linux,
lsusb,Linux,
watch  app.js,Linux,
batch  logfile.log,Linux,
pvcreate --verbose docker-compose.yml,Linux,
groupmod --force,Linux,
top --help usb.img,Linux,
rmmod  file.txt,Linux,
mkfs.hfsplus --interactive,Linux,
lshw -w,Linux,
head --interactive output.txt,Linux,
top -a script.sh,Linux,
cryptdisks_start -v style.css,Linux,
resize2fs  report.csv,Linux,
locate -p,Linux,
chattr,Linux,
mkfs.hfsplus -o,Linux,
journalctl -m /tmp/,Linux,
grub-install -d,Linux,
sed,Linux,
mkinitrd -i output.txt,Linux,
blkid -l file2.txt,Linux,
mkdir  disk.img,Linux,
kpartx -e,Linux,
lspci  output.txt,Linux,
dracut -s,Linux,
swapoff  usb.img,Linux,
df -m,Linux,
lsmod,Linux,
at  docker-compose.yml,Linux,
blkid  /mnt/usb,Linux,
dracut,Linux,
fdisk  dir1,Linux,
lvextend -a,Linux,
fsck --quiet disk.img,Linux,
top --quiet file1.log,Linux,
lspci  docker-compose.yml,Linux,
partprobe -h,Linux,
fsck -a,Linux,
gunzip  config.conf,Linux,
grub-mkconfig  report.csv,Linux,
tail --force file.txt,Linux,
journalctl -y,Linux,
batch  /var/log/,Linux,
lsblk  config.conf,Linux,
locate --help,Linux,
update-grub,Linux,
lshw  /srv/www/,Linux,
touch,Linux,
chmod,Linux,
tune2fs -t,Linux,
fsck  app.js,Linux,
umount -l file.txt,Linux,
dracut -z,Linux,
lvremove  disk.img,Linux,
passwd  network.log,Linux,
mkfs,Linux,
chown --force /tmp/,Linux,
mkdir  backup.tar,Linux,
hostname,Linux,
iptables -c playbook.yml,Linux,
mount --interactive,Linux,
mkinitrd --version,Linux,
lvcreate  /home/user/,Linux,
mkfs.vfat,Linux,
vgreduce,Linux,
jobs -p,Linux,
wget --interactive file2.txt,Linux,
echo -o,Linux,
umount  logfile.log,Linux,
lsmod -x /mnt/usb,Linux,
free  /tmp/,Linux,
partprobe -e,Linux,
mkpasswd --help,Linux,
grub-install  output.txt,Linux,
